,rnaspider
00419_r1feb2024_0059292.pdb,0.0
00319_dnfs_0268006.pdb,0.0
00172_dnfs_0121480.pdb,0.0
00201_dnfs_0150644.pdb,0.0
00220_dnfs_0169372.pdb,0.0
00070_dnfs_0019280.pdb,0.0
00225_dnfs_0174612.pdb,0.0
00345_dnfs_0294358.pdb,0.0
00143_dnfs_0092333.pdb,0.0
00424_r1feb2024_0064935.pdb,0.0
00298_dnfs_0247658.pdb,0.0
00155_dnfs_0103851.pdb,0.0
00226_dnfs_0175333.pdb,0.0
00435_r1feb2024_0075774.pdb,0.0
00091_dnfs_0040702.pdb,0.0
00255_dnfs_0204588.pdb,0.0
00254_dnfs_0203478.pdb,0.0
00346_dnfs_0294900.pdb,0.0
00437_r1feb2024_0077885.pdb,0.0
00305_dnfs_0254075.pdb,0.0
00162_dnfs_0111579.pdb,0.0
00418_r1feb2024_0058941.pdb,0.0
00249_dnfs_0198023.pdb,0.0
00175_dnfs_0124465.pdb,0.0
00086_dnfs_0035311.pdb,0.0
00134_dnfs_0083480.pdb,0.0
00248_dnfs_0197516.pdb,0.0
00402_r1feb2024_0042916.pdb,0.0
00404_r1feb2024_0044481.pdb,0.0
00140_dnfs_0089602.pdb,0.0
00248_dnfs_0197469.pdb,0.0
00082_dnfs_0031113.pdb,0.0
00124_dnfs_0072995.pdb,0.0
00206_dnfs_0155199.pdb,0.0
00275_dnfs_0224619.pdb,0.0
00141_dnfs_0089988.pdb,0.0
00156_dnfs_0105750.pdb,0.0
00197_dnfs_0146187.pdb,0.0
00328_dnfs_0276894.pdb,0.0
00163_dnfs_0112641.pdb,0.0
00108_dnfs_0056913.pdb,0.0
00445_r1feb2024_0085284.pdb,0.0
00400_r1feb2024_0040719.pdb,0.0
00212_dnfs_0160871.pdb,0.0
00102_dnfs_0050896.pdb,0.0
00158_dnfs_0106873.pdb,0.0
00380_r1feb2024_0020852.pdb,0.0
00385_r1feb2024_0026030.pdb,0.0
00445_r1feb2024_0086030.pdb,0.0
00313_dnfs_0262093.pdb,0.0
00389_r1feb2024_0029878.pdb,0.0
00346_dnfs_0295305.pdb,0.0
00320_dnfs_0269490.pdb,0.0
00421_r1feb2024_0061209.pdb,0.0
00114_dnfs_0063795.pdb,0.0
00405_r1feb2024_0045437.pdb,0.0
00129_dnfs_0078177.pdb,0.0
00086_dnfs_0035139.pdb,0.0
00183_dnfs_0132806.pdb,0.0
00247_dnfs_0196224.pdb,0.0
00381_r1feb2024_0021311.pdb,0.0
00417_r1feb2024_0057646.pdb,0.0
00072_dnfs_0021001.pdb,0.0
00076_dnfs_0025483.pdb,0.0
00239_dnfs_0188364.pdb,0.0
00351_dnfs_0300652.pdb,0.0
00335_dnfs_0284272.pdb,0.0
00334_dnfs_0283782.pdb,0.0
00405_r1feb2024_0046171.pdb,0.0
00344_dnfs_0293641.pdb,0.0
00287_dnfs_0235866.pdb,0.0
00292_dnfs_0240895.pdb,0.0
00393_r1feb2024_0033220.pdb,0.0
00441_r1feb2024_0081213.pdb,0.0
00160_dnfs_0109717.pdb,0.0
00395_r1feb2024_0035827.pdb,0.0
00307_dnfs_0256632.pdb,0.0
00083_dnfs_0032251.pdb,0.0
00088_dnfs_0037823.pdb,0.0
00210_dnfs_0158853.pdb,0.0
00176_dnfs_0125248.pdb,0.0
00375_r1feb2024_0015664.pdb,0.0
00184_dnfs_0133531.pdb,0.0
00121_dnfs_0070622.pdb,0.0
00434_r1feb2024_0074741.pdb,0.0
00441_r1feb2024_0081412.pdb,0.0
00164_dnfs_0113655.pdb,0.0
00061_dnfs_0009904.pdb,0.0
00186_dnfs_0135098.pdb,0.0
00418_r1feb2024_0058422.pdb,0.0
00105_dnfs_0054401.pdb,0.0
00248_dnfs_0196826.pdb,0.0
00143_dnfs_0092150.pdb,0.0
00167_dnfs_0116369.pdb,0.0
00412_r1feb2024_0053036.pdb,0.0
00210_dnfs_0159185.pdb,0.0
00235_dnfs_0184816.pdb,0.0
00441_r1feb2024_0082159.pdb,0.0
00157_dnfs_0106706.pdb,0.0
00424_r1feb2024_0064271.pdb,0.0
00111_dnfs_0060184.pdb,0.0
00199_dnfs_0147942.pdb,0.0
00349_dnfs_0297996.pdb,0.0
00393_r1feb2024_0033972.pdb,0.0
00439_r1feb2024_0079943.pdb,0.0
00218_dnfs_0167230.pdb,0.0
00149_dnfs_0098257.pdb,0.0
00172_dnfs_0120925.pdb,0.0
00136_dnfs_0085091.pdb,0.0
00281_dnfs_0230476.pdb,0.0
00420_r1feb2024_0060182.pdb,0.0
00175_dnfs_0124099.pdb,0.0
00200_dnfs_0149513.pdb,0.0
00249_dnfs_0198000.pdb,0.0
00445_r1feb2024_0085699.pdb,0.0
00315_dnfs_0264110.pdb,0.0
00103_dnfs_0051826.pdb,0.0
00445_r1feb2024_0086029.pdb,0.0
00435_r1feb2024_0075754.pdb,0.0
00337_dnfs_0286724.pdb,0.0
00433_r1feb2024_0074080.pdb,0.0
00228_dnfs_0176875.pdb,0.0
00161_dnfs_0110552.pdb,0.0
00087_dnfs_0035847.pdb,0.0
00231_dnfs_0180793.pdb,0.0
00394_r1feb2024_0034199.pdb,0.0
00174_dnfs_0122861.pdb,0.0
00447_r1feb2024_0087520.pdb,0.0
00223_dnfs_0171873.pdb,0.0
00299_dnfs_0248046.pdb,0.0
00418_r1feb2024_0058902.pdb,0.0
00387_r1feb2024_0027701.pdb,0.0
00176_dnfs_0125392.pdb,0.0
00228_dnfs_0176872.pdb,0.0
00134_dnfs_0082845.pdb,0.0
00237_dnfs_0185934.pdb,0.0
00193_dnfs_0142605.pdb,0.0
00374_r1feb2024_0014324.pdb,0.0
00424_r1feb2024_0064354.pdb,0.0
00374_r1feb2024_0015158.pdb,0.0
00428_r1feb2024_0068767.pdb,0.0
00443_r1feb2024_0083665.pdb,0.0
00142_dnfs_0091164.pdb,0.0
00188_dnfs_0137188.pdb,0.0
00132_dnfs_0081630.pdb,0.0
00231_dnfs_0180502.pdb,0.0
00390_r1feb2024_0030848.pdb,0.0
00340_dnfs_0289713.pdb,0.0
00299_dnfs_0248771.pdb,0.0
00079_dnfs_0028764.pdb,0.0
00443_r1feb2024_0083977.pdb,0.0
00416_r1feb2024_0057113.pdb,0.0
00078_dnfs_0027724.pdb,0.0
00357_okr5d_0000129.pdb,0.0
00101_dnfs_0049884.pdb,0.0
00397_r1feb2024_0038157.pdb,0.0
00186_dnfs_0135184.pdb,0.0
00313_dnfs_0262656.pdb,0.0
00353_dnfs_0302135.pdb,0.0
00374_r1feb2024_0014453.pdb,0.0
00150_dnfs_0099791.pdb,0.0
00342_dnfs_0290997.pdb,0.0
00071_dnfs_0020741.pdb,0.0
00099_dnfs_0048128.pdb,0.0
00389_r1feb2024_0029416.pdb,0.0
00323_dnfs_0272497.pdb,0.0
00238_dnfs_0187523.pdb,0.0
00388_r1feb2024_0028736.pdb,0.0
00205_dnfs_0153885.pdb,0.0
00076_dnfs_0025339.pdb,0.0
00411_r1feb2024_0051790.pdb,0.0
00434_r1feb2024_0074726.pdb,0.0
00295_dnfs_0244233.pdb,0.0
00305_dnfs_0253945.pdb,0.0
00418_r1feb2024_0058733.pdb,0.0
00165_dnfs_0114499.pdb,0.0
00401_r1feb2024_0041908.pdb,0.0
00188_dnfs_0137426.pdb,0.0
00197_dnfs_0146291.pdb,0.0
00369_r1feb2024_0009756.pdb,0.0
00411_r1feb2024_0052122.pdb,0.0
00184_dnfs_0133666.pdb,0.0
00427_r1feb2024_0068064.pdb,0.0
00283_dnfs_0232226.pdb,0.0
00078_dnfs_0027800.pdb,0.0
00399_r1feb2024_0039525.pdb,0.0
00117_dnfs_0066072.pdb,0.0
00264_dnfs_0213446.pdb,0.0
00329_dnfs_0278069.pdb,0.0
00171_dnfs_0120647.pdb,0.0
00172_dnfs_0121121.pdb,0.0
00186_dnfs_0135613.pdb,0.0
00066_dnfs_0015767.pdb,0.0
00377_r1feb2024_0017788.pdb,0.0
00106_dnfs_0054924.pdb,0.0
00446_r1feb2024_0086893.pdb,0.0
00412_r1feb2024_0052874.pdb,0.0
00434_r1feb2024_0074657.pdb,0.0
00164_dnfs_0113185.pdb,0.0
00206_dnfs_0155761.pdb,0.0
00087_dnfs_0036500.pdb,0.0
00107_dnfs_0055854.pdb,0.0
00437_r1feb2024_0077230.pdb,0.0
00235_dnfs_0184024.pdb,0.0
00085_dnfs_0034542.pdb,0.0
00189_dnfs_0138494.pdb,0.0
00288_dnfs_0236870.pdb,0.0
00078_dnfs_0026962.pdb,0.0
00406_r1feb2024_0046211.pdb,0.0
00267_dnfs_0215866.pdb,0.0
00204_dnfs_0153074.pdb,0.0
00441_r1feb2024_0082123.pdb,0.0
00049_cpr7p_0035443.pdb,0.0
00108_dnfs_0056979.pdb,0.0
00051_dnfs_0000361.pdb,0.0
00098_dnfs_0047628.pdb,0.0
00052_dnfs_0000959.pdb,0.0
00277_dnfs_0226655.pdb,0.0
00436_r1feb2024_0076765.pdb,0.0
00329_dnfs_0278232.pdb,0.0
00328_dnfs_0277386.pdb,0.0
00163_dnfs_0112160.pdb,0.0
00369_r1feb2024_0009752.pdb,0.0
00325_dnfs_0274703.pdb,0.0
00149_dnfs_0098003.pdb,0.0
00240_dnfs_0188895.pdb,0.0
00104_dnfs_0053716.pdb,0.0
00153_dnfs_0101974.pdb,0.0
00153_dnfs_0102706.pdb,0.0
00441_r1feb2024_0082128.pdb,0.0
00378_r1feb2024_0019178.pdb,0.0
00118_dnfs_0067145.pdb,0.0
00128_dnfs_0077680.pdb,0.0
00169_dnfs_0118534.pdb,0.0
00409_r1feb2024_0049483.pdb,0.0
00409_r1feb2024_0049637.pdb,0.0
00262_dnfs_0210865.pdb,0.0
00385_r1feb2024_0025888.pdb,0.0
00421_r1feb2024_0062052.pdb,0.0
00417_r1feb2024_0058178.pdb,0.0
00428_r1feb2024_0068626.pdb,0.0
00125_dnfs_0073896.pdb,0.0
00321_dnfs_0269961.pdb,0.0
00408_r1feb2024_0048880.pdb,0.0
00179_dnfs_0128176.pdb,0.0
00447_r1feb2024_0087417.pdb,0.0
00228_dnfs_0177488.pdb,0.0
00316_dnfs_0265123.pdb,0.0
00196_dnfs_0144984.pdb,0.0
00211_dnfs_0160367.pdb,0.0
00241_dnfs_0190507.pdb,0.0
00324_dnfs_0273618.pdb,0.0
00110_dnfs_0059686.pdb,0.0
00232_dnfs_0180828.pdb,0.0
00355_dnfs_0304601.pdb,0.0
00142_dnfs_0091463.pdb,0.0
00071_dnfs_0020152.pdb,0.0
00216_dnfs_0165352.pdb,0.0
00194_dnfs_0143354.pdb,0.0
00103_dnfs_0052255.pdb,0.0
00118_dnfs_0067119.pdb,0.0
00101_dnfs_0050567.pdb,0.0
00375_r1feb2024_0015883.pdb,0.0
00255_dnfs_0204160.pdb,0.0
00076_dnfs_0025583.pdb,0.0
00195_dnfs_0144646.pdb,0.0
00398_r1feb2024_0039030.pdb,0.0
00136_dnfs_0084909.pdb,0.0
00061_dnfs_0010046.pdb,0.0
00153_dnfs_0102658.pdb,0.0
00398_r1feb2024_0038840.pdb,0.0
00196_dnfs_0145088.pdb,0.0
00071_dnfs_0020269.pdb,0.0
00347_dnfs_0296191.pdb,0.0
00412_r1feb2024_0052954.pdb,0.0
00229_dnfs_0178177.pdb,0.0
00279_dnfs_0227859.pdb,0.0
00163_dnfs_0112686.pdb,0.0
00411_r1feb2024_0051640.pdb,0.0
00436_r1feb2024_0077175.pdb,0.0
00071_dnfs_0020807.pdb,0.0
00252_dnfs_0201466.pdb,0.0
00428_r1feb2024_0068640.pdb,0.0
00321_dnfs_0269831.pdb,0.0
00192_dnfs_0141012.pdb,0.0
00214_dnfs_0163320.pdb,0.0
00394_r1feb2024_0034914.pdb,0.0
00373_r1feb2024_0013845.pdb,0.0
00238_dnfs_0187193.pdb,0.0
00441_r1feb2024_0081916.pdb,0.0
00184_dnfs_0133664.pdb,0.0
00345_dnfs_0294185.pdb,0.0
00149_dnfs_0097886.pdb,0.0
00216_dnfs_0164980.pdb,0.0
00099_dnfs_0048236.pdb,0.0
00365_r1feb2024_0005362.pdb,0.0
00444_r1feb2024_0084741.pdb,0.0
00224_dnfs_0172871.pdb,0.0
00082_dnfs_0031497.pdb,0.0
00365_r1feb2024_0005206.pdb,0.0
00071_dnfs_0020444.pdb,0.0
00208_dnfs_0156871.pdb,0.0
00424_r1feb2024_0064722.pdb,0.0
00407_r1feb2024_0047810.pdb,0.0
00194_dnfs_0142875.pdb,0.0
00137_dnfs_0086578.pdb,0.0
00411_r1feb2024_0051992.pdb,0.0
00272_dnfs_0220998.pdb,0.0
00398_r1feb2024_0039076.pdb,0.0
00377_r1feb2024_0017635.pdb,0.0
00323_dnfs_0272010.pdb,0.0
00100_dnfs_0049296.pdb,0.0
00372_r1feb2024_0013081.pdb,0.0
00124_dnfs_0073286.pdb,0.0
00238_dnfs_0187302.pdb,0.0
00078_dnfs_0026891.pdb,0.0
00163_dnfs_0112586.pdb,0.0
00180_dnfs_0128940.pdb,0.0
00118_dnfs_0067023.pdb,0.0
00320_dnfs_0268978.pdb,0.0
00300_dnfs_0248828.pdb,0.0
00324_dnfs_0273229.pdb,0.0
00379_r1feb2024_0020005.pdb,0.0
00321_dnfs_0270359.pdb,0.0
00253_dnfs_0201878.pdb,0.0
00053_dnfs_0001894.pdb,0.0
00252_dnfs_0201173.pdb,0.0
00134_dnfs_0082872.pdb,0.0
00380_r1feb2024_0020715.pdb,0.0
00209_dnfs_0158791.pdb,0.0
00413_r1feb2024_0053248.pdb,0.0
00178_dnfs_0127054.pdb,0.0
00102_dnfs_0050933.pdb,0.0
00381_r1feb2024_0021491.pdb,0.0
00261_dnfs_0210678.pdb,0.0
00396_r1feb2024_0036832.pdb,0.0
00120_dnfs_0069020.pdb,0.0
00211_dnfs_0160733.pdb,0.0
00373_r1feb2024_0013453.pdb,0.0
00434_r1feb2024_0074246.pdb,0.0
00443_r1feb2024_0083827.pdb,0.0
00309_dnfs_0258762.pdb,0.0
00434_r1feb2024_0074897.pdb,0.0
00261_dnfs_0209944.pdb,0.0
00237_dnfs_0186619.pdb,0.0
00308_dnfs_0257063.pdb,0.0
00436_r1feb2024_0076646.pdb,0.0
00240_dnfs_0189753.pdb,0.0
00248_dnfs_0197550.pdb,0.0
00345_dnfs_0294056.pdb,0.0
00391_r1feb2024_0031929.pdb,0.0
00329_dnfs_0278463.pdb,0.0
00215_dnfs_0164792.pdb,0.0
00397_r1feb2024_0037269.pdb,0.0
00083_dnfs_0032064.pdb,0.0
00101_dnfs_0050644.pdb,0.0
00380_r1feb2024_0020551.pdb,0.0
00105_dnfs_0054791.pdb,0.0
00293_dnfs_0242273.pdb,0.0
00189_dnfs_0138759.pdb,0.0
00441_r1feb2024_0081873.pdb,0.0
00282_dnfs_0231333.pdb,0.0
00158_dnfs_0107080.pdb,0.0
00151_dnfs_0100343.pdb,0.0
00055_dnfs_0004517.pdb,0.0
00407_r1feb2024_0048029.pdb,0.0
00324_dnfs_0273812.pdb,0.0
00174_dnfs_0123275.pdb,0.0
00115_dnfs_0064539.pdb,0.0
00401_r1feb2024_0041201.pdb,0.0
00074_dnfs_0023750.pdb,0.0
00155_dnfs_0104287.pdb,0.0
00073_dnfs_0021844.pdb,0.0
00084_dnfs_0033107.pdb,0.0
00377_r1feb2024_0017494.pdb,0.0
00067_dnfs_0016476.pdb,0.0
00189_dnfs_0138604.pdb,0.0
00086_dnfs_0035213.pdb,0.0
00403_r1feb2024_0043875.pdb,0.0
00258_dnfs_0207270.pdb,0.0
00428_r1feb2024_0068449.pdb,0.0
00108_dnfs_0057697.pdb,0.0
00344_dnfs_0293038.pdb,0.0
00258_dnfs_0207483.pdb,0.0
00088_dnfs_0037686.pdb,0.0
00204_dnfs_0153454.pdb,0.0
00128_dnfs_0077148.pdb,0.0
00214_dnfs_0163348.pdb,0.0
00356_dnfs_0305383.pdb,0.0
00446_r1feb2024_0086506.pdb,0.0
00379_r1feb2024_0019948.pdb,0.0
00093_dnfs_0042381.pdb,0.0
00443_r1feb2024_0083596.pdb,0.0
00406_r1feb2024_0046329.pdb,0.0
00219_dnfs_0168085.pdb,0.0
00113_dnfs_0062065.pdb,0.0
00212_dnfs_0161534.pdb,0.0
00147_dnfs_0095851.pdb,0.0
00286_dnfs_0235243.pdb,0.0
00174_dnfs_0122866.pdb,0.0
00397_r1feb2024_0037793.pdb,0.0
00216_dnfs_0165147.pdb,0.0
00065_dnfs_0014648.pdb,0.0
00111_dnfs_0059917.pdb,0.0
00275_dnfs_0224300.pdb,0.0
00447_r1feb2024_0087258.pdb,0.0
00313_dnfs_0262413.pdb,0.0
00441_r1feb2024_0081476.pdb,0.0
00138_dnfs_0087483.pdb,0.0
00095_dnfs_0044511.pdb,0.0
00333_dnfs_0282719.pdb,0.0
00246_dnfs_0195807.pdb,0.0
00260_dnfs_0209551.pdb,0.0
00408_r1feb2024_0048349.pdb,0.0
00155_dnfs_0104306.pdb,0.0
00267_dnfs_0215929.pdb,0.0
00251_dnfs_0200590.pdb,0.0
00243_dnfs_0192190.pdb,0.0
00245_dnfs_0194144.pdb,0.0
00199_dnfs_0148488.pdb,0.0
00238_dnfs_0187550.pdb,0.0
00437_r1feb2024_0077506.pdb,0.0
00119_dnfs_0068287.pdb,0.0
00262_dnfs_0211105.pdb,0.0
00388_r1feb2024_0028880.pdb,0.0
00213_dnfs_0162406.pdb,0.0
00347_dnfs_0296750.pdb,0.0
00126_dnfs_0075711.pdb,0.0
00131_dnfs_0080558.pdb,0.0
00097_dnfs_0046690.pdb,0.0
00074_dnfs_0023289.pdb,0.0
00351_dnfs_0299873.pdb,0.0
00137_dnfs_0086240.pdb,0.0
00211_dnfs_0160280.pdb,0.0
00261_dnfs_0210143.pdb,0.0
00256_dnfs_0205713.pdb,0.0
00157_dnfs_0106785.pdb,0.0
00300_dnfs_0249221.pdb,0.0
00142_dnfs_0091426.pdb,0.0
00171_dnfs_0120487.pdb,0.0
00380_r1feb2024_0020976.pdb,0.0
00093_dnfs_0042240.pdb,0.0
00416_r1feb2024_0057140.pdb,0.0
00053_dnfs_0002611.pdb,0.0
00422_r1feb2024_0063004.pdb,0.0
00322_dnfs_0271601.pdb,0.0
00340_dnfs_0289306.pdb,0.0
00129_dnfs_0077899.pdb,0.0
00308_dnfs_0257159.pdb,0.0
00074_dnfs_0023694.pdb,0.0
00327_dnfs_0276262.pdb,0.0
00198_dnfs_0146976.pdb,0.0
00414_r1feb2024_0054942.pdb,0.0
00418_r1feb2024_0058924.pdb,0.0
00283_dnfs_0232803.pdb,0.0
00426_r1feb2024_0066939.pdb,0.0
00326_dnfs_0275620.pdb,0.0
00404_r1feb2024_0044242.pdb,0.0
00309_dnfs_0258042.pdb,0.0
00215_dnfs_0164273.pdb,0.0
00140_dnfs_0089130.pdb,0.0
00246_dnfs_0195626.pdb,0.0
00117_dnfs_0066792.pdb,0.0
00070_dnfs_0019716.pdb,0.0
00212_dnfs_0161292.pdb,0.0
00089_dnfs_0038676.pdb,0.0
00274_dnfs_0223667.pdb,0.0
00240_dnfs_0189373.pdb,0.0
00443_r1feb2024_0083854.pdb,0.0
00081_dnfs_0030420.pdb,0.0
00428_r1feb2024_0068619.pdb,0.0
00296_dnfs_0245716.pdb,0.0
00247_dnfs_0196092.pdb,0.0
00132_dnfs_0081775.pdb,0.0
00407_r1feb2024_0047567.pdb,0.0
00088_dnfs_0037386.pdb,0.0
00319_dnfs_0268108.pdb,0.0
00348_dnfs_0297419.pdb,0.0
00315_dnfs_0264354.pdb,0.0
00058_dnfs_0006948.pdb,0.0
00374_r1feb2024_0014888.pdb,0.0
00232_dnfs_0181732.pdb,0.0
00092_dnfs_0041566.pdb,0.0
00403_r1feb2024_0043589.pdb,0.0
00207_dnfs_0156290.pdb,0.0
00374_r1feb2024_0014548.pdb,0.0
00296_dnfs_0245123.pdb,0.0
00162_dnfs_0111756.pdb,0.0
00404_r1feb2024_0044599.pdb,0.0
00066_dnfs_0015410.pdb,0.0
00421_r1feb2024_0062139.pdb,0.0
00176_dnfs_0125525.pdb,0.0
00189_dnfs_0138402.pdb,0.0
00252_dnfs_0201499.pdb,0.0
00362_r1feb2024_0002944.pdb,0.0
00179_dnfs_0128683.pdb,0.0
00204_dnfs_0153469.pdb,0.0
00444_r1feb2024_0084326.pdb,0.0
00154_dnfs_0103723.pdb,0.0
00342_dnfs_0291503.pdb,0.0
00357_okr6d_0000076.pdb,0.0
00229_dnfs_0178564.pdb,0.0
00080_dnfs_0029765.pdb,0.0
00293_dnfs_0241875.pdb,0.0
00247_dnfs_0196134.pdb,0.0
00441_r1feb2024_0081899.pdb,0.0
00171_dnfs_0120007.pdb,0.0
00058_dnfs_0007036.pdb,0.0
00221_dnfs_0170188.pdb,0.0
00332_dnfs_0281121.pdb,0.0
00361_r1feb2024_0001303.pdb,0.0
00070_dnfs_0019762.pdb,0.0
00103_dnfs_0052474.pdb,0.0
00091_dnfs_0040074.pdb,0.0
00377_r1feb2024_0017190.pdb,0.0
00357_okr5d_0000026.pdb,0.0
00270_dnfs_0219254.pdb,0.0
00086_dnfs_0035146.pdb,0.0
00064_dnfs_0013599.pdb,0.0
00090_dnfs_0039142.pdb,0.0
00446_r1feb2024_0086612.pdb,0.0
00253_dnfs_0202053.pdb,0.0
00059_dnfs_0008242.pdb,0.0
00289_dnfs_0237918.pdb,0.0
00376_r1feb2024_0016817.pdb,0.0
00375_r1feb2024_0015649.pdb,0.0
00254_dnfs_0203446.pdb,0.0
00437_r1feb2024_0077183.pdb,0.0
00174_dnfs_0123689.pdb,0.0
00286_dnfs_0234946.pdb,0.0
00059_dnfs_0008111.pdb,0.0
00104_dnfs_0053544.pdb,0.0
00147_dnfs_0096368.pdb,0.0
00072_dnfs_0021394.pdb,0.0
00146_dnfs_0095428.pdb,0.0
00304_dnfs_0253479.pdb,0.0
00285_dnfs_0234534.pdb,0.0
00212_dnfs_0161748.pdb,0.0
00099_dnfs_0047900.pdb,0.0
00344_dnfs_0293136.pdb,0.0
00160_dnfs_0108856.pdb,0.0
00105_dnfs_0054559.pdb,0.0
00166_dnfs_0114944.pdb,0.0
00340_dnfs_0289153.pdb,0.0
00080_dnfs_0028956.pdb,0.0
00383_r1feb2024_0023740.pdb,0.0
00392_r1feb2024_0032824.pdb,0.0
00402_r1feb2024_0042513.pdb,0.0
00159_dnfs_0108276.pdb,0.0
00384_r1feb2024_0024946.pdb,0.0
00353_dnfs_0302343.pdb,0.0
00214_dnfs_0163115.pdb,0.0
00392_r1feb2024_0032570.pdb,0.0
00228_dnfs_0177257.pdb,0.0
00158_dnfs_0107265.pdb,0.0
00369_r1feb2024_0009438.pdb,0.0
00293_dnfs_0241998.pdb,0.0
00068_dnfs_0016945.pdb,0.0
00122_dnfs_0071682.pdb,0.0
00397_r1feb2024_0037907.pdb,0.0
00260_dnfs_0209448.pdb,0.0
00441_r1feb2024_0081190.pdb,0.0
00321_dnfs_0270621.pdb,0.0
00102_dnfs_0051279.pdb,0.0
00382_r1feb2024_0022884.pdb,0.0
00262_dnfs_0211600.pdb,0.0
00126_dnfs_0075149.pdb,0.0
00176_dnfs_0125197.pdb,0.0
00373_r1feb2024_0013227.pdb,0.0
00192_dnfs_0141514.pdb,0.0
00439_r1feb2024_0079941.pdb,0.0
00342_dnfs_0291435.pdb,0.0
00233_dnfs_0181900.pdb,0.0
00315_dnfs_0264322.pdb,0.0
00447_r1feb2024_0087912.pdb,0.0
00428_r1feb2024_0068204.pdb,0.0
00377_r1feb2024_0017904.pdb,0.0
00117_dnfs_0066015.pdb,0.0
00242_dnfs_0191737.pdb,0.0
00257_dnfs_0206550.pdb,0.0
00213_dnfs_0162336.pdb,0.0
00163_dnfs_0112255.pdb,0.0
00355_dnfs_0304527.pdb,0.0
00118_dnfs_0067411.pdb,0.0
00238_dnfs_0187135.pdb,0.0
00435_r1feb2024_0075536.pdb,0.0
00347_dnfs_0296264.pdb,0.0
00365_r1feb2024_0005951.pdb,0.0
00361_r1feb2024_0001995.pdb,0.0
00373_r1feb2024_0013439.pdb,0.0
00361_r1feb2024_0001490.pdb,0.0
00397_r1feb2024_0037649.pdb,0.0
00415_r1feb2024_0055274.pdb,0.0
00120_dnfs_0069345.pdb,0.0
00234_dnfs_0183319.pdb,0.0
00263_dnfs_0212541.pdb,0.0
00209_dnfs_0158272.pdb,0.0
00276_dnfs_0225512.pdb,0.0
00242_dnfs_0191537.pdb,0.0
00368_r1feb2024_0009139.pdb,0.0
00428_r1feb2024_0069000.pdb,0.0
00362_r1feb2024_0002649.pdb,0.0
00152_dnfs_0101753.pdb,0.0
00307_dnfs_0256194.pdb,0.0
00180_dnfs_0128837.pdb,0.0
00081_dnfs_0030820.pdb,0.0
00094_dnfs_0043462.pdb,0.0
00226_dnfs_0175587.pdb,0.0
00179_dnfs_0128742.pdb,0.0
00411_r1feb2024_0051773.pdb,0.0
00251_dnfs_0200091.pdb,0.0
00316_dnfs_0265066.pdb,0.0
00138_dnfs_0087426.pdb,0.0
00435_r1feb2024_0075799.pdb,0.0
00329_dnfs_0278071.pdb,0.0
00341_dnfs_0289983.pdb,0.0
00426_r1feb2024_0066820.pdb,0.0
00415_r1feb2024_0055935.pdb,0.0
00155_dnfs_0104515.pdb,0.0
00225_dnfs_0174083.pdb,0.0
00375_r1feb2024_0015592.pdb,0.0
00178_dnfs_0127118.pdb,0.0
00158_dnfs_0106838.pdb,0.0
00294_dnfs_0242850.pdb,0.0
00245_dnfs_0194094.pdb,0.0
00136_dnfs_0085298.pdb,0.0
00102_dnfs_0051103.pdb,0.0
00282_dnfs_0231616.pdb,0.0
00161_dnfs_0110083.pdb,0.0
00092_dnfs_0041161.pdb,0.0
00091_dnfs_0040626.pdb,0.0
00286_dnfs_0234888.pdb,0.0
00404_r1feb2024_0044626.pdb,0.0
00147_dnfs_0096387.pdb,0.0
00212_dnfs_0161400.pdb,0.0
00441_r1feb2024_0081857.pdb,0.0
00098_dnfs_0047336.pdb,0.0
00074_dnfs_0023207.pdb,0.0
00066_dnfs_0015019.pdb,0.0
00079_dnfs_0028634.pdb,0.0
00067_dnfs_0016332.pdb,0.0
00375_r1feb2024_0015692.pdb,0.0
00390_r1feb2024_0030310.pdb,0.0
00301_dnfs_0250163.pdb,0.0
00423_r1feb2024_0063197.pdb,0.0
00111_dnfs_0059828.pdb,0.0
00441_r1feb2024_0081439.pdb,0.0
00106_dnfs_0055579.pdb,0.0
00164_dnfs_0113282.pdb,0.0
00435_r1feb2024_0075582.pdb,0.0
00161_dnfs_0110144.pdb,0.0
00248_dnfs_0197258.pdb,0.0
00166_dnfs_0115718.pdb,0.0
00415_r1feb2024_0056018.pdb,0.0
00183_dnfs_0132258.pdb,0.0
00099_dnfs_0048556.pdb,0.0
00441_r1feb2024_0081581.pdb,0.0
00434_r1feb2024_0074270.pdb,0.0
00088_dnfs_0037821.pdb,0.0
00400_r1feb2024_0040323.pdb,0.0
00412_r1feb2024_0052735.pdb,0.0
00380_r1feb2024_0020861.pdb,0.0
00435_r1feb2024_0075914.pdb,0.0
00306_dnfs_0255443.pdb,0.0
00428_r1feb2024_0068758.pdb,0.0
00421_r1feb2024_0061373.pdb,0.0
00437_r1feb2024_0077932.pdb,0.0
00088_dnfs_0037612.pdb,0.0
00445_r1feb2024_0085835.pdb,0.0
00421_r1feb2024_0061188.pdb,0.0
00068_dnfs_0016855.pdb,0.0
00243_dnfs_0192458.pdb,0.0
00231_dnfs_0180656.pdb,0.0
00067_dnfs_0015862.pdb,0.0
00306_dnfs_0255543.pdb,0.0
00262_dnfs_0211621.pdb,0.0
00102_dnfs_0051378.pdb,0.0
00342_dnfs_0291217.pdb,0.0
00364_r1feb2024_0005068.pdb,0.0
