,badBondsCategory,badAnglesCategory,rankCategory
00411_r1feb2024_0051720.pdb,Good,Warning,Good
00339_dnfs_0287985.pdb,Warning,Warning,Warning
00185_dnfs_0134059.pdb,Warning,Warning,Warning
00298_dnfs_0247049.pdb,Warning,Warning,Warning
00057_dnfs_0006374.pdb,Warning,Warning,Warning
00411_r1feb2024_0051349.pdb,Good,Caution,Good
00371_r1feb2024_0011977.pdb,Good,Caution,Good
00418_r1feb2024_0059042.pdb,Good,Caution,Good
00422_r1feb2024_0062313.pdb,Good,Caution,Good
00333_dnfs_0282527.pdb,Warning,Warning,Warning
00397_r1feb2024_0038000.pdb,Good,Caution,Good
00407_r1feb2024_0047857.pdb,Good,Caution,Good
00218_dnfs_0167278.pdb,Warning,Warning,Warning
00151_dnfs_0100142.pdb,Warning,Warning,Warning
00080_dnfs_0029630.pdb,Warning,Warning,Warning
00383_r1feb2024_0023825.pdb,Good,Caution,Good
00156_dnfs_0105375.pdb,Warning,Warning,Warning
00379_r1feb2024_0019494.pdb,Good,Caution,Good
00294_dnfs_0243296.pdb,Warning,Warning,Warning
00124_dnfs_0072866.pdb,Warning,Warning,Warning
00357_okr6d_0000148.pdb,Good,Warning,Warning
00190_dnfs_0139262.pdb,Warning,Warning,Warning
00428_r1feb2024_0068362.pdb,Good,Caution,Good
00366_r1feb2024_0006743.pdb,Good,Caution,Good
00117_dnfs_0066259.pdb,Warning,Warning,Warning
00134_dnfs_0082922.pdb,Warning,Warning,Warning
00428_r1feb2024_0068617.pdb,Good,Caution,Good
00447_r1feb2024_0087461.pdb,Good,Caution,Good
00241_dnfs_0190167.pdb,Warning,Warning,Warning
00264_dnfs_0213574.pdb,Warning,Warning,Warning
00417_r1feb2024_0057888.pdb,Good,Caution,Good
00225_dnfs_0173960.pdb,Warning,Warning,Warning
00203_dnfs_0152110.pdb,Warning,Warning,Warning
00420_r1feb2024_0060545.pdb,Good,Caution,Good
00093_dnfs_0042275.pdb,Warning,Warning,Warning
00356_dnfs_0304917.pdb,Warning,Warning,Warning
00434_r1feb2024_0074850.pdb,Good,Caution,Good
00159_dnfs_0108220.pdb,Warning,Warning,Warning
00404_r1feb2024_0044928.pdb,Good,Caution,Good
00264_dnfs_0213147.pdb,Warning,Warning,Warning
00178_dnfs_0127717.pdb,Warning,Warning,Warning
00171_dnfs_0119992.pdb,Warning,Warning,Warning
00446_r1feb2024_0087055.pdb,Good,Caution,Good
00393_r1feb2024_0033801.pdb,Good,Caution,Good
00169_dnfs_0118768.pdb,Warning,Warning,Warning
00444_r1feb2024_0084199.pdb,Good,Caution,Good
00085_dnfs_0034194.pdb,Warning,Warning,Warning
00418_r1feb2024_0059154.pdb,Good,Caution,Good
00247_dnfs_0196400.pdb,Warning,Warning,Warning
00341_dnfs_0290351.pdb,Warning,Warning,Warning
00158_dnfs_0107483.pdb,Warning,Warning,Warning
00129_dnfs_0078260.pdb,Warning,Warning,Warning
00324_dnfs_0272915.pdb,Warning,Warning,Warning
00324_dnfs_0273472.pdb,Warning,Warning,Warning
00391_r1feb2024_0031917.pdb,Good,Caution,Good
00274_dnfs_0222836.pdb,Warning,Warning,Warning
00409_r1feb2024_0049730.pdb,Good,Caution,Good
00316_dnfs_0264994.pdb,Warning,Warning,Warning
00305_dnfs_0254611.pdb,Warning,Warning,Warning
00425_r1feb2024_0065241.pdb,Good,Caution,Good
00216_dnfs_0165150.pdb,Warning,Warning,Warning
00388_r1feb2024_0028429.pdb,Good,Caution,Good
00202_dnfs_0151503.pdb,Warning,Warning,Warning
00111_dnfs_0060218.pdb,Warning,Warning,Warning
00387_r1feb2024_0028091.pdb,Good,Caution,Good
00442_r1feb2024_0082265.pdb,Good,Caution,Good
00357_okr5d_0000042.pdb,Good,Warning,Warning
00391_r1feb2024_0031402.pdb,Good,Caution,Good
00051_dnfs_0000216.pdb,Warning,Warning,Warning
00406_r1feb2024_0046332.pdb,Good,Warning,Good
00313_dnfs_0262550.pdb,Warning,Warning,Warning
00396_r1feb2024_0036973.pdb,Good,Caution,Good
00188_dnfs_0137645.pdb,Warning,Warning,Warning
00392_r1feb2024_0033009.pdb,Good,Caution,Good
00270_dnfs_0219100.pdb,Warning,Warning,Warning
00117_dnfs_0066016.pdb,Warning,Warning,Warning
00061_dnfs_0010364.pdb,Warning,Warning,Warning
00335_dnfs_0284780.pdb,Warning,Warning,Warning
00435_r1feb2024_0076028.pdb,Good,Caution,Good
00134_dnfs_0083225.pdb,Warning,Warning,Warning
00422_r1feb2024_0062437.pdb,Good,Caution,Good
00412_r1feb2024_0053159.pdb,Good,Caution,Good
00437_r1feb2024_0077753.pdb,Good,Caution,Good
00430_r1feb2024_0070822.pdb,Good,Caution,Good
00333_dnfs_0282381.pdb,Warning,Warning,Warning
00172_dnfs_0121112.pdb,Warning,Warning,Warning
00263_dnfs_0211983.pdb,Warning,Warning,Warning
00140_dnfs_0089128.pdb,Warning,Warning,Warning
00371_r1feb2024_0011715.pdb,Good,Caution,Good
00370_r1feb2024_0010714.pdb,Good,Caution,Good
00277_dnfs_0226101.pdb,Warning,Warning,Warning
00427_r1feb2024_0068104.pdb,Good,Caution,Good
00443_r1feb2024_0083620.pdb,Good,Caution,Good
00258_dnfs_0207806.pdb,Warning,Warning,Warning
00418_r1feb2024_0058759.pdb,Good,Caution,Good
00352_dnfs_0300884.pdb,Warning,Warning,Warning
00397_r1feb2024_0037322.pdb,Good,Warning,Good
00248_dnfs_0197628.pdb,Warning,Warning,Warning
00155_dnfs_0104618.pdb,Warning,Warning,Warning
00235_dnfs_0184351.pdb,Warning,Warning,Warning
00126_dnfs_0075623.pdb,Warning,Warning,Warning
00039_cpr7p_0024656.pdb,Warning,Good,Warning
00444_r1feb2024_0084940.pdb,Good,Caution,Good
00133_dnfs_0082500.pdb,Warning,Warning,Warning
00272_dnfs_0221198.pdb,Warning,Warning,Warning
00224_dnfs_0172962.pdb,Warning,Warning,Warning
00092_dnfs_0041620.pdb,Warning,Warning,Warning
00236_dnfs_0185314.pdb,Warning,Warning,Warning
00406_r1feb2024_0046702.pdb,Good,Caution,Good
00369_r1feb2024_0009407.pdb,Good,Caution,Good
00063_dnfs_0011953.pdb,Warning,Warning,Warning
00114_dnfs_0063717.pdb,Warning,Warning,Warning
00256_dnfs_0205119.pdb,Warning,Warning,Warning
00217_dnfs_0166553.pdb,Warning,Warning,Warning
00418_r1feb2024_0058775.pdb,Good,Caution,Good
00120_dnfs_0069319.pdb,Warning,Warning,Warning
00302_dnfs_0251600.pdb,Warning,Warning,Warning
00183_dnfs_0132534.pdb,Warning,Warning,Warning
00058_dnfs_0006827.pdb,Warning,Warning,Warning
00332_dnfs_0281212.pdb,Warning,Warning,Warning
00428_r1feb2024_0068887.pdb,Good,Caution,Good
00398_r1feb2024_0038577.pdb,Good,Caution,Good
00357_okr6d_0000491.pdb,Warning,Warning,Warning
00235_dnfs_0184062.pdb,Warning,Warning,Warning
00437_r1feb2024_0077409.pdb,Good,Caution,Good
00271_dnfs_0219968.pdb,Warning,Warning,Warning
00391_r1feb2024_0031278.pdb,Good,Caution,Good
00384_r1feb2024_0024449.pdb,Good,Caution,Good
00244_dnfs_0192934.pdb,Warning,Warning,Warning
00258_dnfs_0207813.pdb,Warning,Warning,Warning
00304_dnfs_0253353.pdb,Warning,Warning,Warning
00369_r1feb2024_0009539.pdb,Good,Caution,Good
00114_dnfs_0063432.pdb,Warning,Warning,Warning
00418_r1feb2024_0058339.pdb,Good,Caution,Good
00416_r1feb2024_0056398.pdb,Good,Caution,Good
00072_dnfs_0021121.pdb,Warning,Warning,Warning
00300_dnfs_0249684.pdb,Warning,Warning,Warning
00252_dnfs_0201273.pdb,Warning,Warning,Warning
00416_r1feb2024_0056770.pdb,Good,Caution,Good
00436_r1feb2024_0076754.pdb,Good,Caution,Good
00435_r1feb2024_0075457.pdb,Good,Caution,Good
00412_r1feb2024_0052433.pdb,Good,Caution,Good
00447_r1feb2024_0087509.pdb,Good,Caution,Good
00304_dnfs_0252927.pdb,Warning,Warning,Warning
00349_dnfs_0298080.pdb,Warning,Warning,Warning
00411_r1feb2024_0051601.pdb,Good,Caution,Good
00117_dnfs_0065989.pdb,Warning,Warning,Warning
00190_dnfs_0139417.pdb,Warning,Warning,Warning
00255_dnfs_0204057.pdb,Warning,Warning,Warning
00334_dnfs_0283647.pdb,Warning,Warning,Warning
00401_r1feb2024_0041535.pdb,Good,Caution,Good
00179_dnfs_0128412.pdb,Warning,Warning,Warning
00283_dnfs_0232393.pdb,Warning,Warning,Warning
00411_r1feb2024_0051272.pdb,Good,Caution,Good
00248_dnfs_0196973.pdb,Warning,Warning,Warning
00255_dnfs_0204217.pdb,Warning,Warning,Warning
00401_r1feb2024_0041869.pdb,Good,Caution,Good
00390_r1feb2024_0031085.pdb,Good,Warning,Good
00253_dnfs_0202551.pdb,Warning,Warning,Warning
00085_dnfs_0034408.pdb,Warning,Warning,Warning
00141_dnfs_0090377.pdb,Warning,Warning,Warning
00350_dnfs_0299689.pdb,Warning,Warning,Warning
00238_dnfs_0187102.pdb,Warning,Warning,Warning
00344_dnfs_0293285.pdb,Warning,Warning,Warning
00411_r1feb2024_0051988.pdb,Good,Warning,Good
00237_dnfs_0186407.pdb,Warning,Warning,Warning
00401_r1feb2024_0041411.pdb,Warning,Warning,Good
00059_dnfs_0008509.pdb,Warning,Warning,Warning
00380_r1feb2024_0021005.pdb,Good,Caution,Good
00349_dnfs_0298766.pdb,Warning,Warning,Warning
00447_r1feb2024_0087544.pdb,Good,Caution,Good
00267_dnfs_0216229.pdb,Warning,Warning,Warning
00328_dnfs_0277237.pdb,Warning,Warning,Warning
00409_r1feb2024_0049650.pdb,Good,Caution,Good
00210_dnfs_0159411.pdb,Warning,Warning,Warning
00323_dnfs_0272567.pdb,Warning,Warning,Warning
00141_dnfs_0089843.pdb,Warning,Warning,Warning
00412_r1feb2024_0052188.pdb,Good,Caution,Good
00266_dnfs_0215058.pdb,Warning,Warning,Warning
00424_r1feb2024_0064945.pdb,Good,Caution,Good
00233_dnfs_0182056.pdb,Warning,Warning,Warning
00408_r1feb2024_0048759.pdb,Good,Caution,Good
00418_r1feb2024_0059080.pdb,Good,Caution,Good
00311_dnfs_0260008.pdb,Warning,Warning,Warning
00382_r1feb2024_0022433.pdb,Good,Caution,Good
00186_dnfs_0134994.pdb,Warning,Warning,Warning
00176_dnfs_0125292.pdb,Warning,Warning,Warning
00178_dnfs_0127476.pdb,Warning,Warning,Warning
00281_dnfs_0230825.pdb,Warning,Warning,Warning
00287_dnfs_0236101.pdb,Warning,Warning,Warning
00144_dnfs_0092937.pdb,Warning,Warning,Warning
00186_dnfs_0135570.pdb,Warning,Warning,Warning
00421_r1feb2024_0061642.pdb,Good,Caution,Good
00280_dnfs_0229372.pdb,Warning,Warning,Warning
00405_r1feb2024_0045428.pdb,Good,Caution,Good
00157_dnfs_0106606.pdb,Warning,Warning,Warning
00398_r1feb2024_0038591.pdb,Good,Caution,Good
00406_r1feb2024_0047146.pdb,Warning,Warning,Warning
00201_dnfs_0150347.pdb,Warning,Warning,Warning
00435_r1feb2024_0075772.pdb,Good,Caution,Good
00378_r1feb2024_0018748.pdb,Warning,Warning,Warning
00443_r1feb2024_0083663.pdb,Good,Caution,Good
00202_dnfs_0151086.pdb,Warning,Warning,Warning
00096_dnfs_0045111.pdb,Warning,Warning,Warning
00272_dnfs_0221088.pdb,Warning,Warning,Warning
00380_r1feb2024_0020191.pdb,Good,Caution,Good
00399_r1feb2024_0039706.pdb,Caution,Caution,Good
00131_dnfs_0080362.pdb,Warning,Warning,Warning
00316_dnfs_0265657.pdb,Warning,Warning,Warning
00283_dnfs_0232553.pdb,Warning,Warning,Warning
00444_r1feb2024_0084808.pdb,Good,Caution,Good
00374_r1feb2024_0014501.pdb,Good,Caution,Good
00304_dnfs_0253390.pdb,Warning,Warning,Warning
00196_dnfs_0145196.pdb,Warning,Warning,Warning
00132_dnfs_0081655.pdb,Warning,Warning,Warning
00365_r1feb2024_0005346.pdb,Caution,Warning,Good
00105_dnfs_0054483.pdb,Warning,Warning,Warning
00437_r1feb2024_0077750.pdb,Warning,Warning,Good
00135_dnfs_0084032.pdb,Warning,Warning,Warning
00317_dnfs_0266466.pdb,Warning,Warning,Warning
00259_dnfs_0208191.pdb,Warning,Warning,Warning
00165_dnfs_0113828.pdb,Warning,Warning,Warning
00428_r1feb2024_0068231.pdb,Good,Caution,Good
00435_r1feb2024_0075906.pdb,Good,Caution,Good
00159_dnfs_0108527.pdb,Warning,Warning,Warning
00425_r1feb2024_0065746.pdb,Good,Caution,Good
00186_dnfs_0135520.pdb,Warning,Warning,Warning
00399_r1feb2024_0039245.pdb,Caution,Caution,Good
00161_dnfs_0110404.pdb,Warning,Warning,Warning
00278_dnfs_0227524.pdb,Warning,Warning,Warning
00284_dnfs_0233473.pdb,Warning,Warning,Warning
00239_dnfs_0188414.pdb,Warning,Warning,Warning
00256_dnfs_0205729.pdb,Warning,Warning,Warning
00131_dnfs_0080477.pdb,Warning,Warning,Warning
00236_dnfs_0185238.pdb,Warning,Warning,Warning
00361_r1feb2024_0001445.pdb,Good,Caution,Good
00076_dnfs_0024841.pdb,Warning,Warning,Warning
00443_r1feb2024_0083858.pdb,Good,Good,Good
00302_dnfs_0251629.pdb,Warning,Warning,Warning
00445_r1feb2024_0085497.pdb,Good,Caution,Good
00383_r1feb2024_0023790.pdb,Good,Caution,Good
00426_r1feb2024_0066577.pdb,Good,Caution,Good
00126_dnfs_0074829.pdb,Warning,Warning,Warning
00122_dnfs_0071664.pdb,Warning,Warning,Warning
00198_dnfs_0147197.pdb,Warning,Warning,Warning
00377_r1feb2024_0017436.pdb,Good,Caution,Good
00111_dnfs_0060463.pdb,Warning,Warning,Warning
00224_dnfs_0173674.pdb,Warning,Warning,Warning
00215_dnfs_0163997.pdb,Warning,Warning,Warning
00229_dnfs_0178404.pdb,Warning,Warning,Warning
00116_dnfs_0065250.pdb,Warning,Warning,Warning
00152_dnfs_0101366.pdb,Warning,Warning,Warning
00213_dnfs_0162558.pdb,Warning,Warning,Warning
00064_dnfs_0013697.pdb,Warning,Warning,Warning
00427_r1feb2024_0068162.pdb,Good,Warning,Good
00316_dnfs_0265070.pdb,Warning,Warning,Warning
00400_r1feb2024_0041092.pdb,Good,Caution,Good
00188_dnfs_0137236.pdb,Warning,Warning,Warning
00395_r1feb2024_0035822.pdb,Good,Caution,Good
00444_r1feb2024_0084398.pdb,Good,Caution,Good
00370_r1feb2024_0010453.pdb,Good,Caution,Good
00355_dnfs_0304466.pdb,Warning,Warning,Warning
00357_okr6d_0000066.pdb,Good,Warning,Warning
00437_r1feb2024_0077811.pdb,Good,Caution,Good
00141_dnfs_0090449.pdb,Warning,Warning,Warning
00099_dnfs_0048412.pdb,Warning,Warning,Warning
00153_dnfs_0102377.pdb,Warning,Warning,Warning
00091_dnfs_0040523.pdb,Warning,Warning,Warning
00070_dnfs_0019251.pdb,Warning,Warning,Warning
00223_dnfs_0172709.pdb,Warning,Warning,Warning
00335_dnfs_0284135.pdb,Warning,Warning,Warning
00441_r1feb2024_0081985.pdb,Good,Caution,Good
00419_r1feb2024_0059238.pdb,Good,Warning,Good
00213_dnfs_0162120.pdb,Warning,Warning,Warning
00065_dnfs_0013972.pdb,Warning,Warning,Warning
00292_dnfs_0241382.pdb,Warning,Warning,Warning
00396_r1feb2024_0036979.pdb,Good,Caution,Good
00101_dnfs_0050288.pdb,Warning,Warning,Warning
00377_r1feb2024_0017496.pdb,Warning,Warning,Good
00437_r1feb2024_0077216.pdb,Good,Caution,Good
00183_dnfs_0131925.pdb,Warning,Warning,Warning
00353_dnfs_0302156.pdb,Warning,Warning,Warning
00151_dnfs_0100611.pdb,Warning,Warning,Warning
00080_dnfs_0029561.pdb,Warning,Warning,Warning
00264_dnfs_0212884.pdb,Warning,Warning,Warning
00423_r1feb2024_0064106.pdb,Caution,Warning,Good
00356_dnfs_0305323.pdb,Warning,Warning,Warning
00197_dnfs_0146767.pdb,Warning,Warning,Warning
00052_dnfs_0001398.pdb,Warning,Warning,Warning
00376_r1feb2024_0017079.pdb,Good,Warning,Good
00199_dnfs_0148397.pdb,Warning,Warning,Warning
00124_dnfs_0073072.pdb,Warning,Warning,Warning
00394_r1feb2024_0034762.pdb,Good,Caution,Good
00127_dnfs_0076197.pdb,Warning,Warning,Warning
00420_r1feb2024_0061064.pdb,Good,Caution,Good
00326_dnfs_0274832.pdb,Warning,Warning,Warning
00401_r1feb2024_0041353.pdb,Good,Caution,Good
00294_dnfs_0243130.pdb,Warning,Warning,Warning
00125_dnfs_0074282.pdb,Warning,Warning,Warning
00202_dnfs_0151408.pdb,Warning,Warning,Warning
00188_dnfs_0137530.pdb,Warning,Warning,Warning
00338_dnfs_0287062.pdb,Warning,Warning,Warning
00129_dnfs_0077969.pdb,Warning,Warning,Warning
00388_r1feb2024_0029071.pdb,Good,Caution,Good
00446_r1feb2024_0086193.pdb,Good,Caution,Good
00434_r1feb2024_0074512.pdb,Good,Caution,Good
00139_dnfs_0087948.pdb,Warning,Warning,Warning
00074_dnfs_0023190.pdb,Warning,Warning,Warning
00427_r1feb2024_0068082.pdb,Good,Caution,Good
00258_dnfs_0207170.pdb,Warning,Warning,Warning
00425_r1feb2024_0065305.pdb,Good,Caution,Good
00278_dnfs_0226948.pdb,Warning,Warning,Warning
00445_r1feb2024_0086097.pdb,Good,Caution,Good
00267_dnfs_0216273.pdb,Warning,Warning,Warning
00142_dnfs_0091542.pdb,Warning,Warning,Warning
00432_r1feb2024_0072377.pdb,Good,Caution,Good
00314_dnfs_0263568.pdb,Warning,Warning,Warning
00286_dnfs_0235254.pdb,Warning,Warning,Warning
00400_r1feb2024_0041055.pdb,Good,Caution,Good
00389_r1feb2024_0029766.pdb,Warning,Warning,Good
00296_dnfs_0245033.pdb,Warning,Warning,Warning
00425_r1feb2024_0065868.pdb,Good,Caution,Good
00355_dnfs_0303962.pdb,Warning,Warning,Warning
00209_dnfs_0158810.pdb,Warning,Warning,Warning
00325_dnfs_0274093.pdb,Warning,Warning,Warning
00441_r1feb2024_0081728.pdb,Good,Caution,Good
00091_dnfs_0040223.pdb,Warning,Warning,Warning
00207_dnfs_0156566.pdb,Warning,Warning,Warning
00292_dnfs_0240841.pdb,Warning,Warning,Warning
00199_dnfs_0148675.pdb,Warning,Warning,Warning
00440_r1feb2024_0080593.pdb,Good,Caution,Good
00430_r1feb2024_0070945.pdb,Good,Caution,Good
00217_dnfs_0166776.pdb,Warning,Warning,Warning
00357_okr5d_0000059.pdb,Warning,Warning,Good
00389_r1feb2024_0029838.pdb,Good,Caution,Good
00419_r1feb2024_0059392.pdb,Caution,Warning,Good
00177_dnfs_0125961.pdb,Warning,Warning,Warning
00238_dnfs_0186931.pdb,Warning,Warning,Warning
00307_dnfs_0255888.pdb,Warning,Warning,Warning
00143_dnfs_0092022.pdb,Warning,Warning,Warning
00224_dnfs_0173384.pdb,Warning,Warning,Warning
00394_r1feb2024_0034731.pdb,Good,Caution,Good
00113_dnfs_0062763.pdb,Warning,Warning,Warning
00294_dnfs_0243586.pdb,Warning,Warning,Warning
00434_r1feb2024_0074967.pdb,Good,Caution,Good
00309_dnfs_0258227.pdb,Warning,Warning,Warning
00329_dnfs_0278557.pdb,Warning,Warning,Warning
00388_r1feb2024_0029081.pdb,Good,Caution,Good
00307_dnfs_0255880.pdb,Warning,Warning,Warning
00337_dnfs_0286267.pdb,Warning,Warning,Warning
00300_dnfs_0249149.pdb,Warning,Warning,Warning
00434_r1feb2024_0074287.pdb,Good,Caution,Good
00059_dnfs_0008499.pdb,Warning,Warning,Warning
00332_dnfs_0281794.pdb,Warning,Warning,Warning
00334_dnfs_0283508.pdb,Warning,Warning,Warning
00356_dnfs_0305668.pdb,Warning,Warning,Warning
00329_dnfs_0278596.pdb,Warning,Warning,Warning
00068_dnfs_0017763.pdb,Warning,Warning,Warning
00206_dnfs_0155229.pdb,Warning,Warning,Warning
00446_r1feb2024_0087147.pdb,Good,Caution,Good
00192_dnfs_0141683.pdb,Warning,Warning,Warning
00391_r1feb2024_0031700.pdb,Good,Caution,Good
00071_dnfs_0020131.pdb,Warning,Warning,Warning
00242_dnfs_0191822.pdb,Warning,Warning,Warning
00395_r1feb2024_0035683.pdb,Good,Caution,Good
00122_dnfs_0071539.pdb,Warning,Warning,Warning
00393_r1feb2024_0033601.pdb,Good,Caution,Good
00325_dnfs_0274058.pdb,Warning,Warning,Warning
00260_dnfs_0209323.pdb,Warning,Warning,Warning
00093_dnfs_0042274.pdb,Warning,Warning,Warning
00215_dnfs_0164818.pdb,Warning,Warning,Warning
00411_r1feb2024_0051346.pdb,Good,Caution,Good
00332_dnfs_0280826.pdb,Warning,Warning,Warning
00083_dnfs_0031832.pdb,Warning,Warning,Warning
00108_dnfs_0056895.pdb,Warning,Warning,Warning
00276_dnfs_0225029.pdb,Warning,Warning,Warning
00326_dnfs_0274942.pdb,Warning,Warning,Warning
00362_r1feb2024_0002761.pdb,Good,Caution,Good
00167_dnfs_0116168.pdb,Warning,Warning,Warning
00256_dnfs_0204913.pdb,Warning,Warning,Warning
00240_dnfs_0188873.pdb,Warning,Warning,Warning
00380_r1feb2024_0020236.pdb,Good,Caution,Good
00121_dnfs_0069976.pdb,Warning,Warning,Warning
00328_dnfs_0276860.pdb,Warning,Warning,Warning
00099_dnfs_0047836.pdb,Warning,Warning,Warning
00233_dnfs_0181958.pdb,Warning,Warning,Warning
00262_dnfs_0211401.pdb,Warning,Warning,Warning
00060_dnfs_0009502.pdb,Warning,Warning,Warning
00430_r1feb2024_0070645.pdb,Good,Caution,Good
00112_dnfs_0061008.pdb,Warning,Warning,Warning
00379_r1feb2024_0019947.pdb,Good,Caution,Good
00353_dnfs_0302743.pdb,Warning,Warning,Warning
00110_dnfs_0059362.pdb,Warning,Warning,Warning
00078_dnfs_0027195.pdb,Warning,Warning,Warning
00422_r1feb2024_0062835.pdb,Good,Caution,Good
00300_dnfs_0249438.pdb,Warning,Warning,Warning
00395_r1feb2024_0035618.pdb,Good,Caution,Good
00418_r1feb2024_0058746.pdb,Good,Caution,Good
00321_dnfs_0270184.pdb,Warning,Warning,Warning
00064_dnfs_0013317.pdb,Warning,Warning,Warning
00358_okr6d_0000616.pdb,Warning,Warning,Warning
00279_dnfs_0228421.pdb,Warning,Warning,Warning
00153_dnfs_0102209.pdb,Warning,Warning,Warning
00438_r1feb2024_0079131.pdb,Good,Caution,Good
00067_dnfs_0016280.pdb,Warning,Warning,Warning
00230_dnfs_0178974.pdb,Warning,Warning,Warning
00402_r1feb2024_0042904.pdb,Good,Caution,Good
00437_r1feb2024_0077611.pdb,Good,Caution,Good
00443_r1feb2024_0083904.pdb,Good,Caution,Good
00401_r1feb2024_0041234.pdb,Good,Caution,Good
00446_r1feb2024_0086344.pdb,Good,Caution,Good
00379_r1feb2024_0019548.pdb,Good,Caution,Good
00418_r1feb2024_0058571.pdb,Good,Caution,Good
00052_dnfs_0001733.pdb,Warning,Warning,Warning
00418_r1feb2024_0059168.pdb,Good,Caution,Good
00424_r1feb2024_0064862.pdb,Good,Warning,Good
00230_dnfs_0179245.pdb,Warning,Warning,Warning
00275_dnfs_0224784.pdb,Warning,Warning,Warning
00128_dnfs_0077198.pdb,Warning,Warning,Warning
00370_r1feb2024_0010987.pdb,Good,Caution,Good
00442_r1feb2024_0082518.pdb,Good,Caution,Good
00262_dnfs_0210999.pdb,Warning,Warning,Warning
00317_dnfs_0266450.pdb,Warning,Warning,Warning
00442_r1feb2024_0082269.pdb,Good,Caution,Good
00142_dnfs_0091387.pdb,Warning,Warning,Warning
00394_r1feb2024_0034593.pdb,Good,Caution,Good
00379_r1feb2024_0019737.pdb,Good,Caution,Good
00320_dnfs_0269602.pdb,Warning,Warning,Warning
00375_r1feb2024_0015550.pdb,Good,Caution,Good
00354_dnfs_0303501.pdb,Warning,Warning,Warning
00215_dnfs_0164218.pdb,Warning,Warning,Warning
00366_r1feb2024_0006560.pdb,Good,Warning,Caution
00088_dnfs_0037742.pdb,Warning,Warning,Warning
00219_dnfs_0168586.pdb,Warning,Warning,Warning
00405_r1feb2024_0045232.pdb,Caution,Caution,Good
00239_dnfs_0188514.pdb,Warning,Warning,Warning
00328_dnfs_0276880.pdb,Warning,Warning,Warning
00265_dnfs_0214604.pdb,Warning,Warning,Warning
00434_r1feb2024_0075036.pdb,Good,Caution,Good
00377_r1feb2024_0017575.pdb,Good,Caution,Good
00158_dnfs_0107674.pdb,Warning,Warning,Warning
00441_r1feb2024_0081529.pdb,Good,Caution,Good
00400_r1feb2024_0040802.pdb,Good,Caution,Good
00367_r1feb2024_0007913.pdb,Good,Caution,Good
00389_r1feb2024_0029428.pdb,Warning,Caution,Good
00441_r1feb2024_0081927.pdb,Good,Caution,Good
00149_dnfs_0098332.pdb,Warning,Warning,Warning
00263_dnfs_0211974.pdb,Warning,Warning,Warning
00400_r1feb2024_0040609.pdb,Good,Caution,Good
00404_r1feb2024_0044573.pdb,Good,Caution,Good
00445_r1feb2024_0085713.pdb,Good,Caution,Good
00444_r1feb2024_0084192.pdb,Good,Caution,Good
00356_dnfs_0305662.pdb,Warning,Warning,Warning
00140_dnfs_0088931.pdb,Warning,Warning,Warning
00067_dnfs_0015896.pdb,Warning,Warning,Warning
00443_r1feb2024_0083981.pdb,Good,Caution,Good
00349_dnfs_0298272.pdb,Warning,Warning,Warning
00076_dnfs_0025248.pdb,Warning,Warning,Warning
00353_dnfs_0302041.pdb,Warning,Warning,Warning
00374_r1feb2024_0014269.pdb,Good,Caution,Good
00383_r1feb2024_0023769.pdb,Good,Caution,Good
00161_dnfs_0110331.pdb,Warning,Warning,Warning
00357_okr6d_0000057.pdb,Good,Warning,Warning
00159_dnfs_0108775.pdb,Warning,Warning,Warning
00131_dnfs_0079954.pdb,Warning,Warning,Warning
00141_dnfs_0090713.pdb,Warning,Warning,Warning
